Table Name,Field Name,Field Type,Description,Example,Include,Tags,Transformation,Target Deployment,Flag,Table Reference,Field Reference,Is Primary?,Unique,Risk Status,Risk Type,Transformation1,Change Notes
DIM_WOUND_TYPE,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q2-Q4 2020,,,,,,,,,
DIM_WOUND_TYPE,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
DIM_WOUND_TYPE,STANDARD_WOUND_TYPE_CODE,VARCHAR 50,Not being used,0,No,,,Q2-Q4 2020,,,,,,,,,
DIM_WOUND_TYPE,STANDARD_WOUND_TYPE_DESCRIPTION,VARCHAR 255,Not being used,Unknown,No,,,Q2-Q4 2020,,,,,,,,,
DIM_WOUND_TYPE,STANDARD_WOUND_TYPE_DK,BIGINT 8,Not being used,"(Key value), (All rows = 0)",No,,,Q2-Q4 2020,,,,,,,,,
DIM_WOUND_TYPE,WOUND_TYPE_CODE,VARCHAR 50,Valid drain codes that can be assigned to a surgical case,10248,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_WOUND_TYPE,WOUND_TYPE_DESCRIPTION,VARCHAR 255,Description of the wound status,Type III - Contaminated,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_WOUND_TYPE,WOUND_TYPE_DK,BIGINT 8,Unique Identifier used as a primary key which contains a value that identifies a specific row within the DIM_WOUND_TYPE table. This value is also used in the FACT_SURGICAL_PROCEDURE table to establish this relationship,(Key value),Yes,,,Q2-Q4 2020,,DIM_WOUND_TYPE,,PRIMARY,Yes,Low,-,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ACCOMMODATION_CODE,VARCHAR 40,The accommodation code for the event,Med Surg,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,20121205,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_DISCHARGE_TRANSFER_COUNT,BIGINT 8,ADT record count is always set to 1 and can be summed to generate counts for query result sets,1,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_DISCHARGE_TRANSFER_FPK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION table,4509672,Yes,,HASHING,Q1 2020,,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,,PRIMARY,Yes,Moderate,Semantics,Hashed,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_DTM,TIMESTAMP 10,Date and time the patient was admitted,12/5/12 6:27,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_MODE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_ADMIT_MODE which provides information about the specified admit mode,464003,Yes,,,Q1 2020,,DIM_ADMIT_MODE,ADMIT_MODE_DK,FOREIGN,,Moderate,Semantics,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_SOURCE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_ADMIT_SOURCE table which provides information about the specified admit source,458001,Yes,,,Q1 2020,,DIM_ADMIT_SOURCE,ADMIT_SOURCE_DK,FOREIGN,,Moderate,Semantics,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,627,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_TYPE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_ADMIT_TYPE table which provides information about the specified admit type,461002,Yes,,,Q1 2020,,DIM_ADMIT_TYPE,ADMIT_TYPE_DK,FOREIGN,,Moderate,Semantics,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,CLINICAL_SERVICE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_CLINICAL_SERVICE table which provides information about the specified clinical service,467064,Yes,,,Q1 2020,,DIM_CLINICAL_SERVICE,CLINICAL_SERVICE_DK,FOREIGN,,Moderate,Semantics,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,DISCHARGE_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,20121206,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,DISCHARGE_DISPOSITION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_DISCHARGE_DISPOSITION table which provides information about the specified discharge disposition,466021,Yes,,,Q1 2020,,DIM_DISCHARGE_DISPOSITION,DISCHARGE_DISPOSITION_DK,FOREIGN,,Moderate,Semantics,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,DISCHARGE_DTM,TIMESTAMP 10,Date and time the patient was discharged,12/6/12 10:18,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,DISCHARGE_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,1018,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,EVENT_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,20121205,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,EVENT_DTM,TIMESTAMP 10,Date and time of the event,12/5/12 15:34,Yes,TIMESTAMP,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,EVENT_END_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,20121206,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,EVENT_END_DTM,TIMESTAMP 10,Date and time of the end of the event,12/6/12 10:18,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,EVENT_END_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,1018,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,EVENT_LENGTH_OF_STAY_MINUTES,INTEGER 4,Duration of the event in minutes,6,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,EVENT_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,1534,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,EVENT_TYPE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_ADMIT_DISCHARGE_TRANSFER_EVENT_TYPE table which provides information about the specified event type,561002,Yes,,,Q1 2020,,DIM_ADMIT_DISCHARGE_TRANSFER_EVENT_TYPE,EVENT_TYPE_DK,FOREIGN,,Moderate,Semantics,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,LAST_UPDATE_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,20121205,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,LAST_UPDATE_DTM,TIMESTAMP 10,Date and time the row was last updated,12/5/12 15:41,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,LAST_UPDATE_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,1541,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,LOCATION_BED_TYPE,VARCHAR 50,Bed type of the admited patient,ICU,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_LOCATION table which provides information about the specified location,2538120098,No,,HASHING,Q1 2020,,DIM_LOCATION,LOCATION_DK,FOREIGN,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,LOCATION_SITE_NAME,VARCHAR 50,Site abbreviation for the practice where the event occurred,MCHS,Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,PATIENT_AGE_AT_EVENT,INTEGER 4,"Patient age at the time of the event, in years",45,Yes,,AGE,Q1 2020,,,,,,Moderate,Age,Limited to 89+,8/31 New field
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,PATIENT_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_PATIENT table which provides information about the specified patient,10000001,Yes,,HASHING,Q1 2020,,DIM_PATIENT,PATIENT_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,PATIENT_GEO_CODE_AT_EVENT,VARCHAR 50,This field is not populated in any table and will eventually be removed,(No data),No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,PATIENT_PROCESS_TYPE,VARCHAR 50,"Type of Patient (i.e. Inpatient, Outpatient, Emergency, etc.)",Inpatient,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,2538168390,Yes,,HASHING,Q1 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,Moderate,Unique ID,Hashed,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,REASON_FOR_VISIT,"VARCHAR 30,000",Reason for the patient's visit,"NEW DUAL CHAMBER INTRACARDIAC DEFIBRILLATOR IN CATH LAB,NEW DUAL CHAMBER INTRACARDIAC DEFIBRILLATOR IN CATH LAB",Yes,,TEXT_PROCESSING,Q1 2020,,,,,,,,,ONLY IN UNSTRUCTURED REPORT
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,12/31/12 0:00,Ignore,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,100,Ignore,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,1/31/17 0:48,Ignore,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,32974,Yes,,,Q1 2021,VALIDATION_ID_FIELD,,,,,Low,-,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,12/31/99 23:59,Ignore,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,SOURCE_SYSTEM_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_SOURCE_SYSTEM table which provides information about the specified source system,32974,Yes,,,Q1 2020,,DIM_SOURCE_SYSTEM,SOURCE_SYSTEM_DK,FOREIGN,,Low,-,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,SOURCE_SYSTEM_KEY,VARCHAR 255,Proprietary key values to original source application,94477919~521812117,Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,8/31 New field
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,TRANSFER_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,20121205,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,TRANSFER_DTM,TIMESTAMP 10,Date and time the patient was transferred,12/5/12 15:34,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,TRANSFER_FROM_LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_LOCATION table which provides information about the specified location,-99999,No,,HASHING,Q1 2020,,DIM_LOCATION,LOCATION_DK,FOREIGN,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,TRANSFER_FROM_PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,-99999,Yes,,HASHING,Q1 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,Moderate,Unique ID,Hashed,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,TRANSFER_FROM_SITE_NAME,VARCHAR 50,Name of the Site the patient was transferred from,RST,Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,TRANSFER_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,1534,No,,,Q1 2020,,,,,,,,,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,VISIT_LENGTH_OF_STAY_MINUTES,INTEGER 4,Duration of the entire visit in minutes,1671,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,VISIT_NBR,BIGINT 8,A 4 digit number that uniquely identifies the episode of care for the patient for the duration of the visit,2686646,Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,
FACT_ALLERGIES,ALLERGY_ACTIVE_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ALLERGY_ACTIVE_DTM,TIMESTAMP 10,Date and time allergy was active,2011-12-12-17.21.07.657762,Yes,,RELATIVE_DATE,Q2-Q4 2020,,,,,,Moderate,Date,Date shifted,
FACT_ALLERGIES,ALLERGY_ACTIVE_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ALLERGY_CANCELLED_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ALLERGY_CANCELLED_DTM,TIMESTAMP 10,Date and time allergy was cancelled,2017-07-05-15.39.00,Yes,,RELATIVE_DATE,Q2-Q4 2020,,,,,,Moderate,Date,Date shifted,
FACT_ALLERGIES,ALLERGY_CANCELLED_REASON,VARCHAR 255,Not used,(No data),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ALLERGY_CANCELLED_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ALLERGY_CAPTURED_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ALLERGY_CAPTURED_DTM,TIMESTAMP 10,Date and time allergy was captured,2004-03-09-08.59.00,Yes,TIMESTAMP,RELATIVE_DATE,Q2-Q4 2020,,,,,,Moderate,Date,Date shifted,
FACT_ALLERGIES,ALLERGY_CAPTURED_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ALLERGY_CATEGORY_DK,BIGINT 8,Unique Identifier used as a foreign key to access a specific row within the DIM_ALLERGY_CATEGORY table which provides information about the specified allergy category,(Key value),Yes,,,Q2-Q4 2020,,DIM_ALLERGY_CATEGORY,ALLERGY_CATEGORY_DK,FOREIGN,,Low,-,No change,
FACT_ALLERGIES,ALLERGY_COUNT,BIGINT 8,Record count is always set to 1 and can be summed to generate counts for query result sets,(All rows = 1),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ALLERGY_DISCIPLINE_TEXT,VARCHAR 50,Discipline under which the allergy resides,MEDICAL,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
FACT_ALLERGIES,ALLERGY_DISPOSITION_TEXT,VARCHAR 50,Stauts of the allergy,ACTIVE,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
FACT_ALLERGIES,ALLERGY_FPK,BIGINT 8,Unique identifier used as a primary key within the FACT_ALLERGIES table and referenced as a foreign key in the DIM_ALLERGY_STATUS table,(Key value),Yes,,HASHING,Q2-Q4 2020,,FACT_ALLERGIES,,PRIMARY,Yes,Low,-,Hashed,
FACT_ALLERGIES,ALLERGY_NAME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_ALLERGY_NAME table which provides information about the specified allergy name,(Key value),Yes,,,Q2-Q4 2020,,DIM_ALLERGY_NAME,ALLERGY_NAME_DK,FOREIGN,,Low,-,No change,
FACT_ALLERGIES,ALLERGY_ONSET_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ALLERGY_ONSET_DTM,TIMESTAMP 10,Date and time the allergy started,2017-07-05-15.39.00,Yes,,RELATIVE_DATE,Q2-Q4 2020,,,,,,Moderate,Date,Date shifted,
FACT_ALLERGIES,ALLERGY_ONSET_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ALLERGY_OVERRIDE_TEXT,VARCHAR 255,Not used,(No data),Yes,,TEXT_PROCESSING,Q2-Q4 2020,,,,,,,,,ONLY IN UNSTRUCTURED REPORT
FACT_ALLERGIES,ALLERGY_REACTION_TEXT,VARCHAR 255,Description of reaction to allergy test,Rash,Yes,,TEXT_PROCESSING,Q2-Q4 2020,,,,,,,,,ONLY IN UNSTRUCTURED REPORT
FACT_ALLERGIES,ALLERGY_SEQUENCE_NBR,BIGINT 8,Sequence number assigned by system,1200,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
FACT_ALLERGIES,ALLERGY_STATUS_DK,BIGINT 8,Unique Identifier used as a foreign key to access a specific row within the DIM_ALLERGY_STATUS table which provides information about the specified allergy status,(Key value),Yes,,,Q2-Q4 2020,,DIM_ALLERGY_STATUS,ALLERGY_STATUS_DK,FOREIGN,,Low,-,No change,
FACT_ALLERGIES,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ALLERGIES,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ALLERGIES,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ALLERGIES,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_ALLERGIES,LAST_UPDATE_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,LAST_UPDATE_DTM,TIMESTAMP 10,Date and time the row was last updated,2015-05-24-20.32.09,Yes,,RELATIVE_DATE,Q2-Q4 2020,,,,,,Moderate,Date,Date shifted,
FACT_ALLERGIES,LAST_UPDATE_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_LOCATION table which provides information about the specified location,(Key value),No,,HASHING,Q2-Q4 2020,,DIM_LOCATION,LOCATION_DK,FOREIGN,,,,,
FACT_ALLERGIES,LOCATION_SITE_NAME,VARCHAR 50,Site abbreviation for the practice where the event occurred,RST,Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
FACT_ALLERGIES,ORIGINAL_PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,(Key value),Yes,,HASHING,Q2-Q4 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_ALLERGIES,PATIENT_AGE_AT_EVENT,INTEGER 4,"Patient age at the time of the event, in years",73,Yes,,AGE,Q2-Q4 2020,,,,,,Moderate,Age,Limited to 89+,8/31 New field
FACT_ALLERGIES,PATIENT_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_PATIENT table which provides information about the specified patient,(Key value),Yes,,HASHING,Q2-Q4 2020,,DIM_PATIENT,PATIENT_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_ALLERGIES,PATIENT_GEO_CODE_AT_EVENT,VARCHAR 50,This field is not populated in any table and will eventually be removed,(No data),No,,,Q2-Q4 2020,,,,,,,,,
FACT_ALLERGIES,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q2-Q4 2020,,,,,,,,,
